sync_event_id,ts_zed,ts_left,ts_right,sys_diff_zed_left(s),sys_diff_zed_right(s),sys_diff_left_right(s),sys_diff_max(s)
1761714564841667260,4236.328579,4236.348641,4236.326491,-0.020063,0.002088,0.02215,0.02215
1761714564905771559,4236.395317,4236.412647,4236.390468,-0.017329,0.004849,0.022178,0.022178
1761714564964517282,4236.461943,4236.472658,4236.450496,-0.010715,0.011447,0.022162,0.022162
1761714565029398821,4236.528552,4236.536683,4236.514293,-0.008131,0.014259,0.02239,0.02239
1761714565093479349,4236.595334,4236.600635,4236.578283,-0.005301,0.017051,0.022352,0.022352
1761714565158171756,4236.661924,4236.664608,4236.64227,-0.002684,0.019654,0.022338,0.022338
1761714565225590662,4236.728537,4236.728804,4236.70626,-0.000266,0.022277,0.022544,0.022544
1761714565291496173,4236.795263,4236.792811,4236.770253,0.002452,0.02501,0.022558,0.02501
1761714565357840139,4236.8619,4236.852816,4236.830256,0.009084,0.031644,0.02256,0.031644
1761714565854202604,4237.328833,4237.360766,4237.338203,-0.031933,-0.009371,0.022563,0.031933
1761714565918012405,4237.395444,4237.424758,4237.402373,-0.029314,-0.006929,0.022384,0.029314
1761714565982065127,4237.461863,4237.488752,4237.466357,-0.026889,-0.004494,0.022395,0.026889
1761714566041637018,4237.52859,4237.548527,4237.526236,-0.019937,0.002353,0.022291,0.022291
1761714566106175746,4237.595211,4237.612731,4237.590171,-0.01752,0.00504,0.022561,0.022561
1761714566170014251,4237.66183,4237.676726,4237.654162,-0.014896,0.007668,0.022564,0.022564
1761714566234017732,4237.728559,4237.740748,4237.718152,-0.012189,0.010406,0.022596,0.022596
1761714566298215436,4237.795187,4237.804748,4237.782147,-0.009561,0.01304,0.022601,0.022601
1761714566362036087,4237.861808,4237.868739,4237.842238,-0.006931,0.01957,0.026501,0.026501
1761714566425303764,4237.928554,4237.928706,4237.906321,-0.000152,0.022233,0.022384,0.022384
1761714566491770730,4237.995151,4237.992703,4237.97032,0.002448,0.024831,0.022383,0.024831
1761714566558497159,4238.061902,4238.056695,4238.034191,0.005207,0.027711,0.022504,0.027711
1761714566625599970,4238.128738,4238.120501,4238.098313,0.008237,0.030425,0.022188,0.030425
1761714566691827406,4238.19515,4238.184691,4238.162313,0.010459,0.032837,0.022377,0.032837
1761714567117743525,4238.595125,4238.624628,4238.602079,-0.029503,-0.006953,0.02255,0.029503
1761714567181284813,4238.662072,4238.688436,4238.666242,-0.026364,-0.00417,0.022194,0.026364
1761714567245660999,4238.728681,4238.752431,4238.730057,-0.02375,-0.001376,0.022374,0.02375
1761714567309471125,4238.795294,4238.816423,4238.794255,-0.021129,0.001039,0.022168,0.022168
1761714567373661472,4238.862029,4238.880413,4238.858076,-0.018384,0.003953,0.022337,0.022337
1761714567433415014,4238.928638,4238.940443,4238.918088,-0.011805,0.01055,0.022355,0.022355
1761714567496600654,4238.9954,4239.004422,4238.982048,-0.009022,0.013352,0.022373,0.022373
1761714567561284908,4239.062033,4239.068406,4239.046048,-0.006373,0.015985,0.022358,0.022358
1761714567625165972,4239.128642,4239.132406,4239.110033,-0.003764,0.018609,0.022373,0.022373
1761714567691239025,4239.195394,4239.196389,4239.174026,-0.000995,0.021369,0.022364,0.022364
1761714567757766308,4239.261999,4239.260389,4239.238024,0.00161,0.023975,0.022366,0.023975
1761714567824698097,4239.328694,4239.320385,4239.298014,0.00831,0.03068,0.022371,0.03068
1761714567891256801,4239.395366,4239.384383,4239.362194,0.010984,0.033172,0.022188,0.033172
1761714568386289787,4239.861981,4239.892725,4239.870367,-0.030744,-0.008385,0.022358,0.030744
1761714568448990643,4239.928751,4239.956328,4239.934135,-0.027577,-0.005383,0.022193,0.027577
1761714568509439291,4239.995306,4240.016321,4239.994137,-0.021014,0.00117,0.022184,0.022184
1761714568573313735,4240.061929,4240.080315,4240.058136,-0.018386,0.003793,0.022179,0.022179
1761714568637501013,4240.128673,4240.144306,4240.122125,-0.015634,0.006548,0.022181,0.022181
1761714568701503925,4240.195291,4240.208313,4240.186116,-0.013023,0.009175,0.022197,0.022197
1761714568765275401,4240.261909,4240.272291,4240.250179,-0.010382,0.01173,0.022112,0.022112
1761714568829170995,4240.328661,4240.336298,4240.310111,-0.007636,0.01855,0.026187,0.026187
1761714568891204232,4240.395274,4240.396275,4240.374109,-0.001,0.021165,0.022165,0.022165
1761714568954396147,4240.461661,4240.460288,4240.438106,0.001373,0.023555,0.022182,0.023555
1761714569025064011,4240.52842,4240.524288,4240.501896,0.004132,0.026525,0.022393,0.026525
1761714569091473007,4240.595029,4240.58826,4240.566148,0.006769,0.028881,0.022112,0.028881
1761714569158137243,4240.662014,4240.652259,4240.630086,0.009755,0.031928,0.022173,0.031928
1761714569585633941,4241.062006,4241.092423,4241.070264,-0.030417,-0.008258,0.022159,0.030417
1761714569649206431,4241.128885,4241.156216,4241.134043,-0.027331,-0.005157,0.022173,0.027331
1761714569713485831,4241.195214,4241.220209,4241.198022,-0.024995,-0.002808,0.022187,0.024995
1761714569777337976,4241.262017,4241.284187,4241.262304,-0.02217,-0.000287,0.021884,0.02217
1761714569841535816,4241.328559,4241.348193,4241.32602,-0.019634,0.002539,0.022173,0.022173
1761714569900897815,4241.395196,4241.408218,4241.38602,-0.013021,0.009176,0.022197,0.022197
1761714569965445991,4241.461938,4241.472184,4241.450014,-0.010246,0.011924,0.02217,0.02217
1761714570032182382,4241.52837,4241.536177,4241.513823,-0.007808,0.014547,0.022355,0.022355
1761714570092664601,4241.595093,4241.600183,4241.577994,-0.005091,0.017099,0.02219,0.02219
1761714570157889741,4241.661719,4241.664188,4241.641811,-0.002468,0.019908,0.022377,0.022377
1761714570224777127,4241.728326,4241.728182,4241.705891,0.000144,0.022435,0.022291,0.022435
1761714570291151793,4241.795069,4241.788145,4241.765798,0.006924,0.029271,0.022347,0.029271
1761714570358106790,4241.861883,4241.852155,4241.829973,0.009728,0.03191,0.022182,0.03191
1761714570853298754,4242.328604,4242.360322,4242.337759,-0.031718,-0.009155,0.022563,0.031718
1761714570917316326,4242.395214,4242.424108,4242.401943,-0.028894,-0.006729,0.022165,0.028894
1761714570976834954,4242.461867,4242.484095,4242.461915,-0.022228,-4.9e-05,0.022179,0.022228
1761714571040921705,4242.528574,4242.548094,4242.525911,-0.01952,0.002662,0.022182,0.022182
1761714571104396130,4242.595198,4242.612094,4242.589716,-0.016896,0.005483,0.022379,0.022379
1761714571169233021,4242.661817,4242.676134,4242.653725,-0.014317,0.008092,0.022409,0.022409
1761714571232636924,4242.728564,4242.740081,4242.717907,-0.011517,0.010657,0.022173,0.022173
1761714571297509172,4242.795177,4242.804091,4242.781708,-0.008914,0.013469,0.022383,0.022383
1761714571357294465,4242.86162,4242.864087,4242.841879,-0.002466,0.019742,0.022208,0.022208
1761714571425104553,4242.928323,4242.928076,4242.905885,0.000247,0.022438,0.022191,0.022438
1761714571491470519,4242.995158,4242.99207,4242.969885,0.003088,0.025274,0.022185,0.025274
1761714571557699953,4243.061765,4243.056059,4243.033933,0.005706,0.027832,0.022126,0.027832
1761714571623761211,4243.128335,4243.120057,4243.098174,0.008277,0.03016,0.021883,0.03016
1761714572053208969,4243.528515,4243.560041,4243.537597,-0.031526,-0.009082,0.022444,0.031526
1761714572116861780,4243.595121,4243.623985,4243.601824,-0.028864,-0.006703,0.022161,0.028864
1761714572180690895,4243.661884,4243.687983,4243.665616,-0.026099,-0.003732,0.022367,0.026099
1761714572244711256,4243.728493,4243.751974,4243.729609,-0.023481,-0.001116,0.022365,0.023481
1761714572308605069,4243.79508,4243.815973,4243.793783,-0.020893,0.001297,0.02219,0.02219
1761714572372854081,4243.86182,4243.879957,4243.853651,-0.018137,0.008169,0.026307,0.026307
1761714572432924727,4243.928459,4243.939961,4243.9176,-0.011502,0.010858,0.02236,0.02236
1761714572497074197,4243.995205,4244.003958,4243.981594,-0.008753,0.013611,0.022364,0.022364
1761714572560666405,4244.061813,4244.067948,4244.045588,-0.006135,0.016225,0.022359,0.022359
1761714572624303378,4244.128455,4244.131936,4244.109613,-0.003481,0.018842,0.022323,0.022323
1761714572691490103,4244.195188,4244.195935,4244.173575,-0.000747,0.021613,0.02236,0.02236
1761714572757173671,4244.261798,4244.255925,4244.233593,0.005873,0.028205,0.022332,0.028205
1761714572824102019,4244.328413,4244.319925,4244.297568,0.008488,0.030845,0.022357,0.030845
1761714573320908965,4244.795135,4244.827851,4244.805686,-0.032717,-0.010551,0.022166,0.032717
1761714573384549684,4244.861764,4244.891871,4244.869681,-0.030106,-0.007916,0.02219,0.030106
1761714573444833753,4244.928573,4244.951864,4244.929506,-0.023291,-0.000934,0.022358,0.023291
1761714573508873923,4244.995094,4245.015858,4244.993518,-0.020763,0.001576,0.02234,0.02234
1761714573572691521,4245.061725,4245.080036,4245.057675,-0.018312,0.004049,0.022361,0.022361
1761714573637315638,4245.128455,4245.143845,4245.121484,-0.01539,0.00697,0.02236,0.02236
1761714573701039805,4245.195079,4245.207839,4245.185668,-0.01276,0.009411,0.022171,0.022171
1761714573764575446,4245.261716,4245.271826,4245.249475,-0.01011,0.012241,0.022351,0.022351
1761714573824489789,4245.328455,4245.331828,4245.309668,-0.003374,0.018787,0.02216,0.02216
1761714573891003683,4245.395091,4245.395819,4245.373464,-0.000729,0.021627,0.022356,0.022356
1761714573951428347,4245.461492,4245.459985,4245.437443,0.001507,0.024049,0.022543,0.024049
1761714574025066928,4245.528315,4245.523804,4245.501427,0.00451,0.026888,0.022377,0.026888
1761714574090186425,4245.594833,4245.587808,4245.565453,0.007026,0.029381,0.022355,0.029381
1761714574520805778,4245.995005,4246.02775,4246.005577,-0.032745,-0.010572,0.022173,0.032745
1761714574584658064,4246.061772,4246.091802,4246.069571,-0.030031,-0.0078,0.022231,0.030031
1761714574648926792,4246.128402,4246.155761,4246.133563,-0.027359,-0.005161,0.022198,0.027359
1761714574712196572,4246.194987,4246.21975,4246.197556,-0.024764,-0.002569,0.022194,0.024764
1761714574776531822,4246.261727,4246.283737,4246.261589,-0.02201,0.000137,0.022147,0.022147
1761714574840485891,4246.328348,4246.347739,4246.321576,-0.019392,0.006772,0.026163,0.026163
1761714574901042609,4246.394984,4246.407748,4246.385565,-0.012764,0.009419,0.022183,0.022183
1761714574962223110,4246.461712,4246.471718,4246.449558,-0.010005,0.012155,0.02216,0.02216
1761714575028586846,4246.528162,4246.535721,4246.513372,-0.007559,0.01479,0.022349,0.022349
1761714575092545173,4246.59511,4246.599712,4246.577337,-0.004601,0.017773,0.022375,0.022375
1761714575157514607,4246.661715,4246.663709,4246.641325,-0.001995,0.02039,0.022385,0.022385
1761714575224503983,4246.728316,4246.723702,4246.701539,0.004614,0.026777,0.022163,0.026777
1761714575291287138,4246.79505,4246.787725,4246.765551,0.007325,0.029499,0.022174,0.029499
1761714575358059862,4246.861666,4246.851898,4246.829383,0.009768,0.032282,0.022515,0.032282
1761714575853117516,4247.328258,4247.35985,4247.337476,-0.031592,-0.009218,0.022374,0.031592
1761714575912520455,4247.395042,4247.419857,4247.39749,-0.024814,-0.002447,0.022367,0.024814
1761714575976709673,4247.461634,4247.483844,4247.461474,-0.02221,0.00016,0.02237,0.02237
1761714576037270843,4247.528385,4247.547608,4247.525494,-0.019223,0.002891,0.022114,0.022114
1761714576098631493,4247.59508,4247.611592,4247.589272,-0.016511,0.005808,0.022319,0.022319
1761714576168447075,4247.661625,4247.67561,4247.653287,-0.013985,0.008338,0.022323,0.022323
1761714576225299884,4247.728351,4247.739614,4247.717242,-0.011264,0.011108,0.022372,0.022372
1761714576292772290,4247.794796,4247.799616,4247.777233,-0.00482,0.017563,0.022383,0.022383
1761714576357588013,4247.86138,4247.863574,4247.841239,-0.002193,0.020141,0.022335,0.022335
1761714576424853687,4247.928356,4247.927584,4247.905231,0.000773,0.023125,0.022352,0.023125
1761714576491359622,4247.994954,4247.991585,4247.969232,0.003369,0.025722,0.022353,0.025722
1761714576557368995,4248.061557,4248.055571,4248.033315,0.005985,0.028241,0.022256,0.028241
1761714577052864969,4248.528302,4248.55973,4248.537186,-0.031428,-0.008884,0.022544,0.031428
1761714577116749868,4248.594932,4248.623737,4248.601164,-0.028806,-0.006232,0.022574,0.028806
1761714577181075239,4248.661656,4248.687535,4248.665357,-0.025879,-0.003701,0.022178,0.025879
1761714577245169848,4248.728096,4248.75149,4248.729134,-0.023395,-0.001039,0.022356,0.023395
1761714577309412826,4248.794861,4248.815701,4248.793338,-0.02084,0.001523,0.022363,0.022363
1761714577368719780,4248.861601,4248.875724,4248.853251,-0.014123,0.00835,0.022473,0.022473
1761714577433166772,4248.928218,4248.939688,4248.917309,-0.011471,0.010909,0.022379,0.022379
1761714577496832076,4248.994861,4249.003684,4248.981324,-0.008822,0.013537,0.022359,0.022359
1761714577561041553,4249.061595,4249.067671,4249.045125,-0.006077,0.016469,0.022546,0.022546
1761714577625270453,4249.128212,4249.131648,4249.109314,-0.003436,0.018897,0.022333,0.022333
1761714577691436263,4249.194935,4249.191651,4249.169285,0.003285,0.02565,0.022366,0.02565
1761714577757846082,4249.261559,4249.255655,4249.233366,0.005905,0.028193,0.022288,0.028193
1761714577825307100,4249.328184,4249.319657,4249.297296,0.008528,0.030888,0.022361,0.030888
1761714578320870685,4249.794915,4249.82761,4249.805222,-0.032695,-0.010307,0.022388,0.032695
1761714578384589074,4249.861617,4249.891612,4249.865118,-0.029995,-0.003501,0.026494,0.029995
1761714578447215501,4249.92862,4249.951831,4249.9292,-0.023211,-0.00058,0.022631,0.023211
1761714578511235623,4249.994903,4250.015592,4249.993054,-0.020689,0.001849,0.022538,0.022538
1761714578575078865,4250.061521,4250.079566,4250.057042,-0.018045,0.004479,0.022524,0.022524
1761714578639124712,4250.128219,4250.143556,4250.12101,-0.015337,0.007208,0.022546,0.022546
1761714578702888474,4250.194827,4250.207377,4250.185178,-0.01255,0.009648,0.022198,0.022198
1761714578762533991,4250.26145,4250.26734,4250.245253,-0.00589,0.016197,0.022087,0.022087
1761714578826723249,4250.328202,4250.331515,4250.308969,-0.003313,0.019233,0.022546,0.022546
1761714578893208456,4250.394825,4250.395492,4250.372953,-0.000667,0.021872,0.022539,0.022539
1761714578955257400,4250.461185,4250.459446,4250.437227,0.001738,0.023957,0.022219,0.023957
1761714579026631470,4250.528148,4250.523293,4250.500913,0.004855,0.027235,0.02238,0.027235
1761714579093016977,4250.594539,4250.587475,4250.564924,0.007063,0.029614,0.022551,0.029614
1761714579522495055,4250.994647,4251.027544,4251.004777,-0.032897,-0.01013,0.022767,0.032897
1761714579586825807,4251.06141,4251.091327,4251.068796,-0.029917,-0.007386,0.022531,0.029917
1761714579649579776,4251.127866,4251.15531,4251.132778,-0.027443,-0.004912,0.022531,0.027443
1761714579713763694,4251.194432,4251.219308,4251.196749,-0.024876,-0.002316,0.02256,0.024876
1761714579776871807,4251.261139,4251.283282,4251.260731,-0.022143,0.000408,0.022551,0.022551
1761714579836801652,4251.327754,4251.343285,4251.320747,-0.015531,0.007007,0.022537,0.022537
1761714579900036185,4251.394361,4251.407276,4251.384906,-0.012915,0.009455,0.02237,0.02237
1761714579962981113,4251.461096,4251.471254,4251.448886,-0.010158,0.01221,0.022368,0.022368
1761714580028205992,4251.52771,4251.535258,4251.512682,-0.007548,0.015028,0.022576,0.022576
1761714580091709942,4251.594316,4251.599231,4251.576659,-0.004915,0.017657,0.022572,0.022572
1761714580157991462,4251.661053,4251.659215,4251.636654,0.001838,0.024399,0.02256,0.024399
1761714580224585561,4251.72766,4251.723207,4251.701252,0.004453,0.026407,0.021954,0.026407
1761714580292130164,4251.794397,4251.787188,4251.764921,0.007209,0.029476,0.022267,0.029476
1761714580358049893,4251.861003,4251.851174,4251.828614,0.009828,0.032388,0.02256,0.032388
1761714580852533818,4252.327706,4252.359052,4252.332481,-0.031346,-0.004775,0.026571,0.031346
1761714580911576324,4252.394465,4252.418832,4252.396558,-0.024368,-0.002093,0.022274,0.024368
1761714580975761108,4252.461061,4252.482997,4252.46046,-0.021936,0.000601,0.022537,0.022537
1761714581039699965,4252.52779,4252.546984,4252.524441,-0.019194,0.00335,0.022543,0.022543
1761714581103696257,4252.59436,4252.610801,4252.588439,-0.01644,0.005921,0.022361,0.022361
1761714581167653289,4252.660821,4252.674788,4252.652436,-0.013967,0.008385,0.022352,0.022352
1761714581227648285,4252.727542,4252.734736,4252.712397,-0.007194,0.015145,0.022339,0.022339
1761714581291724474,4252.794361,4252.798745,4252.77638,-0.004384,0.017982,0.022365,0.022365
1761714581357062851,4252.860984,4252.862699,4252.84036,-0.001715,0.020624,0.022339,0.022339
1761714581424126606,4252.927692,4252.926706,4252.904344,0.000986,0.023348,0.022362,0.023348
1761714581490440701,4252.994301,4252.990688,4252.968517,0.003613,0.025785,0.022172,0.025785
1761714581556703249,4253.060932,4253.05467,4253.032518,0.006262,0.028414,0.022152,0.028414
1761714582052085771,4253.527643,4253.558627,4253.536451,-0.030984,-0.008808,0.022177,0.030984
1761714582115460907,4253.594141,4253.62262,4253.600447,-0.028479,-0.006305,0.022174,0.028479
1761714582179476977,4253.660794,4253.686616,4253.664434,-0.025822,-0.00364,0.022182,0.025822
1761714582243478615,4253.727418,4253.750612,4253.728429,-0.023194,-0.001011,0.022183,0.023194
1761714582303914726,4253.794047,4253.81064,4253.788287,-0.016593,0.005759,0.022353,0.022353
1761714582367671331,4253.860773,4253.874614,4253.852445,-0.013841,0.008328,0.02217,0.02217
1761714582431414017,4253.927395,4253.938594,4253.916253,-0.0112,0.011141,0.022341,0.022341
1761714582495674032,4253.994012,4254.00264,4253.980432,-0.008628,0.01358,0.022208,0.022208
1761714582559292634,4254.060767,4254.066584,4254.044231,-0.005817,0.016535,0.022353,0.022353
1761714582623415285,4254.127399,4254.130608,4254.104453,-0.003208,0.022946,0.026155,0.026155
1761714582690469316,4254.194141,4254.190592,4254.168444,0.003549,0.025697,0.022147,0.025697
1761714582757110104,4254.260769,4254.254594,4254.232493,0.006175,0.028276,0.0221,0.028276
1761714582823635734,4254.327402,4254.318599,4254.296439,0.008803,0.030963,0.02216,0.030963
1761714583320495465,4254.79439,4254.827086,4254.804649,-0.032697,-0.010259,0.022438,0.032697
1761714583380563068,4254.860828,4254.886832,4254.864525,-0.026005,-0.003697,0.022308,0.026005
1761714583443855398,4254.927449,4254.950844,4254.928464,-0.023395,-0.001015,0.02238,0.023395
1761714583507597352,4254.994167,4255.014843,4254.992287,-0.020676,0.00188,0.022556,0.022556
1761714583572294513,4255.060798,4255.078858,4255.056497,-0.018059,0.004301,0.02236,0.02236
1761714583636108204,4255.127578,4255.142848,4255.120307,-0.01527,0.007271,0.02254,0.02254
1761714583696277877,4255.194205,4255.202895,4255.180472,-0.00869,0.013733,0.022423,0.022423
1761714583761114961,4255.260834,4255.26689,4255.244307,-0.006056,0.016527,0.022583,0.022583
1761714583824740381,4255.327586,4255.330875,4255.308307,-0.00329,0.019279,0.022569,0.022569
1761714583891030868,4255.394214,4255.394857,4255.372273,-0.000643,0.021941,0.022583,0.022583
1761714583945097806,4255.461053,4255.458814,4255.436353,0.00224,0.0247,0.022461,0.0247
1761714584023315359,4255.5276,4255.522711,4255.500295,0.004889,0.027305,0.022416,0.027305
1761714584520431575,4255.994493,4256.026909,4256.004347,-0.032416,-0.009854,0.022562,0.032416
1761714584585292116,4256.061006,4256.090906,4256.068356,-0.0299,-0.00735,0.02255,0.0299
1761714584647949019,4256.127837,4256.154713,4256.132517,-0.026876,-0.00468,0.022195,0.026876
1761714584711704222,4256.19447,4256.218713,4256.196529,-0.024242,-0.002059,0.022184,0.024242
1761714584771483758,4256.261203,4256.278721,4256.256375,-0.017518,0.004828,0.022345,0.022345
1761714584836763524,4256.327858,4256.342921,4256.320375,-0.015063,0.007483,0.022546,0.022546
1761714584900194693,4256.394484,4256.40697,4256.38436,-0.012486,0.010124,0.02261,0.02261
1761714584963464372,4256.46101,4256.470969,4256.44835,-0.009959,0.01266,0.022619,0.022619
1761714585027564920,4256.527648,4256.534734,4256.51238,-0.007086,0.015268,0.022354,0.022354
1761714585091930117,4256.594277,4256.598739,4256.576362,-0.004461,0.017916,0.022377,0.022377
1761714585156997842,4256.661019,4256.658728,4256.636379,0.002291,0.02464,0.022349,0.02464
1761714585223587731,4256.727648,4256.722727,4256.700431,0.004921,0.027217,0.022296,0.027217
1761714585290784605,4256.794412,4256.786743,4256.764652,0.007669,0.02976,0.022091,0.02976
1761714585357280711,4256.861035,4256.850747,4256.828603,0.010289,0.032433,0.022144,0.032433
1761714585847757653,4257.327861,4257.354729,4257.332561,-0.026868,-0.0047,0.022168,0.026868
1761714585911679019,4257.394398,4257.418702,4257.396517,-0.024304,-0.002119,0.022185,0.024304
1761714585975710359,4257.46101,4257.48272,4257.460559,-0.02171,0.00045,0.02216,0.02216
1761714586040240663,4257.527623,4257.546709,4257.524543,-0.019086,0.00308,0.022167,0.022167
1761714586103831022,4257.594368,4257.610682,4257.588513,-0.016315,0.005855,0.022169,0.022169
1761714586167533723,4257.660973,4257.674681,4257.648347,-0.013709,0.012625,0.026334,0.026334
1761714586227793731,4257.727731,4257.734931,4257.712563,-0.0072,0.015168,0.022368,0.022368
1761714586291819922,4257.794349,4257.798903,4257.776544,-0.004554,0.017805,0.022359,0.022359
1761714586357161769,4257.860973,4257.862892,4257.84053,-0.001919,0.020443,0.022362,0.022362
1761714586423749773,4257.927694,4257.926892,4257.904513,0.000802,0.023181,0.022379,0.023181
1761714586490340465,4257.99432,4257.990878,4257.968493,0.003442,0.025827,0.022385,0.025827
1761714586556888921,4258.06095,4258.050865,4258.028524,0.010085,0.032426,0.022341,0.032426
1761714587052210913,4258.52786,4258.558616,4258.536465,-0.030755,-0.008605,0.022151,0.030755
1761714587115528180,4258.594507,4258.622596,4258.600252,-0.02809,-0.005745,0.022344,0.02809
1761714587179524104,4258.661231,4258.686587,4258.664233,-0.025356,-0.003002,0.022354,0.025356
1761714587239235462,4258.727647,4258.746597,4258.724444,-0.018951,0.003203,0.022154,0.022154
1761714587303312179,4258.79425,4258.810587,4258.788423,-0.016337,0.005828,0.022164,0.022164
1761714587367350435,4258.860991,4258.874586,4258.852223,-0.013594,0.008768,0.022363,0.022363
1761714587431397907,4258.927613,4258.938573,4258.916393,-0.01096,0.01122,0.02218,0.02218
1761714587495389928,4258.994236,4259.002566,4258.980419,-0.008329,0.013817,0.022146,0.022146
1761714587559593898,4259.060982,4259.066553,4259.044427,-0.005571,0.016555,0.022125,0.022125
1761714587623438284,4259.127591,4259.126544,4259.104426,0.001047,0.023165,0.022118,0.023165
1761714587690663897,4259.194213,4259.190538,4259.168304,0.003675,0.025908,0.022233,0.025908
