Timestamp,RAM_Used_MB,SWAP_Used_MB,GPU_Load_%,Power_GPU_SOC_mW,Power_CPU_CV_mW,Power_VIN_mW,Temp_CPU,Temp_TJ,Temp_SOC0,Temp_SOC1,Temp_SOC2,CPU1_%,CPU1_MHz,CPU2_%,CPU2_MHz,CPU3_%,CPU3_MHz,CPU4_%,CPU4_MHz,CPU5_%,CPU5_MHz,CPU6_%,CPU6_MHz,CPU7_%,CPU7_MHz,CPU8_%,CPU8_MHz,CPU9_%,CPU9_MHz,CPU10_%,CPU10_MHz,CPU11_%,CPU11_MHz,CPU12_%,CPU12_MHz
10-29-2025 14:41:02,3728,0,0,3971,793,4815,42.343,42.343,38.875,39.812,38.5,7,729,5,729,3,729,18,729,3,729,25,729,26,729,5,729,19,729,10,729,1,729,17,729
10-29-2025 14:41:03,3729,0,0,3971,793,4815,42.312,42.312,38.906,39.531,38.562,9,729,2,729,8,729,2,1497,7,729,3,729,21,729,33,729,3,729,22,729,1,729,18,729
10-29-2025 14:41:04,3730,0,34,3969,793,4815,42.437,42.437,38.843,39.593,38.625,10,1497,2,1497,7,1497,3,1497,6,729,0,729,31,729,25,729,17,729,5,729,14,729,8,729
10-29-2025 14:41:05,3731,0,17,3969,793,4715,42.312,42.312,38.875,39.781,38.531,7,729,7,729,3,729,2,729,6,729,1,729,36,729,15,729,21,729,0,729,18,729,4,729
10-29-2025 14:41:06,3732,0,44,3971,793,4715,42.562,42.562,38.906,39.593,38.5,13,729,8,729,2,729,5,729,6,729,1,729,35,729,17,729,14,729,11,729,18,729,2,729
10-29-2025 14:41:07,3733,0,49,3969,793,4815,42.312,42.312,38.937,39.656,38.593,19,729,7,729,16,729,8,1497,16,729,9,729,29,729,24,729,1,729,13,729,18,729,1,729
10-29-2025 14:41:08,3733,0,0,3969,793,4715,42.406,42.406,38.843,39.718,38.593,10,729,3,729,8,729,2,729,34,729,23,729,8,729,13,729,1,729,4,729,11,729,13,729
10-29-2025 14:41:09,3733,0,2,3971,793,4715,42.437,42.437,38.875,39.781,38.562,10,729,0,729,2,729,4,729,34,729,24,729,15,729,8,729,0,729,6,729,4,729,18,729
10-29-2025 14:41:10,3733,0,0,3971,793,4715,42.281,42.281,38.906,39.625,38.656,14,729,1,729,1,729,2,729,43,729,14,729,15,729,3,729,3,729,3,729,6,729,17,729
10-29-2025 14:41:11,3733,0,0,3971,793,4815,42.468,42.468,38.906,39.656,38.656,16,729,13,729,5,729,9,729,54,729,3,729,3,729,16,729,2,729,4,729,6,729,17,729
10-29-2025 14:41:12,3734,0,0,3971,793,4715,42.468,42.468,38.875,39.687,38.656,14,729,6,729,3,729,0,729,44,729,13,729,16,729,4,729,1,729,0,729,6,729,18,729
10-29-2025 14:41:13,3733,0,2,3969,793,4815,42.812,42.812,38.906,39.781,38.531,14,729,5,729,3,729,5,729,47,729,9,729,18,729,1,729,1,729,2,729,5,729,17,729
10-29-2025 14:41:14,3733,0,0,3971,793,4715,42.406,42.406,38.906,39.593,38.656,8,729,4,729,1,729,2,729,55,729,1,729,21,729,1,729,1,729,0,729,5,729,19,729
10-29-2025 14:41:15,3733,0,48,3969,793,4815,42.5,42.5,38.968,39.656,38.656,17,729,9,729,9,729,5,1497,54,729,1,729,19,729,0,729,7,729,3,729,6,729,17,729
10-29-2025 14:41:16,3733,0,47,3969,793,4815,42.375,42.593,38.937,39.687,38.687,11,729,8,1497,2,1497,4,1497,55,729,0,729,19,729,0,729,9,729,0,729,6,729,18,729
10-29-2025 14:41:17,3733,0,18,3971,793,4815,42.375,42.375,38.968,39.687,38.625,8,729,2,729,4,729,3,729,36,729,20,729,18,729,2,729,3,729,0,729,14,729,14,729
10-29-2025 14:41:18,3733,0,44,3971,793,4815,42.687,42.687,38.937,39.718,38.625,11,1497,3,1497,4,1497,4,1497,0,729,54,729,20,729,1,729,5,729,6,729,19,729,2,729
10-29-2025 14:41:19,3732,0,0,3971,793,4715,42.312,42.312,38.906,39.687,38.593,9,729,5,1497,3,1497,0,1497,18,729,39,729,11,729,9,729,1,883,5,883,18,883,3,883
10-29-2025 14:41:20,3733,0,0,3971,793,4715,42.437,42.437,39.062,39.718,38.656,9,729,10,729,5,729,3,729,24,729,14,729,6,729,19,729,21,729,21,729,7,729,13,729
10-29-2025 14:41:21,3737,0,0,3971,793,4815,42.781,42.781,38.906,39.781,38.562,9,729,12,729,3,1497,3,1497,35,729,0,729,9,729,20,729,19,729,23,729,5,729,4,729
10-29-2025 14:41:22,3734,0,0,3969,793,4815,42.375,42.375,38.937,39.843,38.625,11,729,6,729,4,729,2,729,54,729,1,729,9,729,28,729,8,729,2,729,3,729,6,729
10-29-2025 14:41:23,3734,0,0,3971,1190,4815,42.531,42.531,38.937,39.75,38.656,24,1497,4,1497,15,1497,1,1497,48,729,14,729,7,729,25,729,27,729,17,729,9,729,2,729
10-29-2025 14:41:24,3734,0,0,3971,793,4815,42.5,42.5,39.093,39.781,38.656,18,729,3,729,1,729,1,729,26,729,22,729,12,729,29,729,2,729,9,729,11,729,13,729
10-29-2025 14:41:25,3734,0,13,3971,793,4715,42.312,42.312,38.968,39.843,38.593,26,729,0,729,0,729,1,729,23,729,13,729,10,729,19,729,22,729,0,729,2,729,10,729
10-29-2025 14:41:26,3737,0,0,3971,793,4815,42.531,42.406,38.968,39.875,38.687,24,729,1,729,1,729,3,729,22,729,0,729,11,729,19,729,34,729,9,729,1,729,1,729
10-29-2025 14:41:27,3738,0,49,3971,793,4815,42.406,42.406,39.031,39.75,38.625,25,729,2,729,7,729,2,729,21,729,3,729,10,729,18,729,4,729,33,729,6,729,0,729
10-29-2025 14:41:28,3737,0,1,3971,793,4815,42.375,42.375,39.031,39.75,38.718,13,729,9,729,7,729,4,729,22,729,0,729,8,729,18,729,5,729,31,729,6,729,24,729
10-29-2025 14:41:29,3737,0,7,3971,793,4715,42.5,42.5,39.0,39.875,38.562,9,729,34,729,7,729,2,729,22,729,0,729,8,729,19,729,0,729,14,729,0,729,0,729
10-29-2025 14:41:30,3737,0,0,3969,793,4715,42.25,42.25,39.0,39.906,38.687,11,729,34,729,7,729,4,729,24,729,0,729,6,729,19,729,0,729,14,729,0,729,0,729
10-29-2025 14:41:31,3739,0,0,3969,793,4715,42.5,42.5,38.937,39.687,38.656,10,729,35,729,2,729,4,729,25,729,0,729,7,729,19,729,1,729,14,729,0,729,3,729
10-29-2025 14:41:32,3740,0,0,3971,793,4815,42.593,42.593,39.062,39.687,38.718,12,1497,34,1497,8,1497,6,1497,25,729,1,729,7,729,21,729,2,729,17,729,1,729,0,729
10-29-2025 14:41:33,3740,0,0,3971,793,4815,42.781,42.781,39.0,39.781,38.593,8,729,27,729,5,1497,7,1497,25,729,5,729,9,729,23,729,1,729,18,729,2,729,16,729
10-29-2025 14:41:34,3740,0,0,3969,793,4815,42.531,42.531,38.906,39.781,38.593,10,729,2,729,5,729,4,729,44,729,15,729,11,729,14,729,7,729,17,729,5,729,5,729
10-29-2025 14:41:35,3739,0,0,3969,793,4815,42.375,42.437,39.0,39.687,38.656,12,729,4,729,0,729,1,729,12,729,30,729,16,729,10,729,18,729,4,729,2,729,18,729
10-29-2025 14:41:36,3739,0,43,3969,793,4815,42.5,42.562,39.125,39.718,38.687,13,729,2,729,2,729,2,729,1,729,35,729,13,729,18,729,19,729,5,729,0,729,20,729
10-29-2025 14:41:37,3739,0,47,3969,1190,4815,42.593,42.593,38.968,39.781,38.656,16,1420,16,1420,15,1420,12,1420,9,1344,31,1344,15,1344,19,1344,14,729,31,729,18,729,16,729
10-29-2025 14:41:38,3741,0,39,3969,793,4815,42.625,42.625,39.0,39.937,38.718,9,1267,2,1267,0,1267,2,1267,7,729,35,729,3,729,20,729,19,729,2,729,13,729,13,729
10-29-2025 14:41:39,3742,0,49,3969,793,4815,42.437,42.437,38.968,39.687,38.687,9,729,1,729,0,729,1,729,19,729,32,729,1,729,8,729,32,883,2,883,15,883,1,883
10-29-2025 14:41:40,3742,0,0,3971,793,4715,42.406,42.406,39.062,39.75,38.656,7,729,2,729,1,729,0,729,18,729,34,729,4,729,8,729,5,729,7,729,32,729,4,729
10-29-2025 14:41:41,3744,0,1,3969,793,4815,42.718,42.718,38.906,39.781,38.656,12,1497,3,1497,3,1497,3,1497,19,729,33,729,0,729,7,729,22,729,20,729,24,729,9,729
10-29-2025 14:41:42,3743,0,0,3969,793,4815,42.468,42.468,38.968,39.875,38.656,10,806,8,806,2,806,5,806,35,729,0,729,9,729,19,729,19,806,8,806,15,806,10,806
10-29-2025 14:41:43,3742,0,0,3971,793,4815,42.406,42.406,39.125,39.781,38.687,11,1497,2,1497,5,1497,2,1497,29,729,0,729,24,729,2,729,21,729,7,729,20,729,0,729
10-29-2025 14:41:44,3742,0,0,3971,793,4715,42.437,42.437,39.093,39.75,38.656,11,729,3,729,2,729,2,729,0,729,1,729,18,729,7,729,34,729,15,729,16,729,11,729
10-29-2025 14:41:45,3743,0,0,3969,793,4815,42.718,42.718,38.968,39.812,38.656,9,1497,4,1497,0,1497,0,1497,0,729,1,729,18,729,7,729,54,729,23,729,5,729,1,729
10-29-2025 14:41:46,3743,0,0,3971,793,4815,42.593,42.593,39.031,39.843,38.625,12,1420,2,1420,3,1420,4,1420,21,729,1,729,21,729,6,729,8,729,23,729,33,729,1,729
10-29-2025 14:41:47,3743,0,0,3969,793,4815,42.5,42.5,39.093,39.812,38.656,31,1497,9,1497,3,1497,4,1497,21,729,1,729,21,729,8,729,23,729,10,729,13,729,5,729
10-29-2025 14:41:48,3744,0,48,3969,793,4815,42.531,42.531,39.093,39.812,38.718,8,1497,34,1497,1,1497,5,1497,22,729,1,729,12,729,15,729,0,729,4,729,8,729,4,729
10-29-2025 14:41:49,3743,0,10,3969,793,4715,42.562,42.562,39.0,39.75,38.625,7,729,33,729,1,729,0,729,23,729,2,729,20,729,9,729,4,729,1,729,1,729,15,729
10-29-2025 14:41:50,3743,0,21,3969,793,4815,42.812,42.812,39.031,39.875,38.656,9,729,28,729,3,729,1,729,15,729,24,729,19,729,10,729,3,729,5,729,10,729,17,729
10-29-2025 14:41:51,3742,0,0,3971,793,4715,42.5,42.5,39.0,39.75,38.656,8,729,0,729,1,729,1,729,2,729,55,729,20,729,8,729,1,729,2,729,0,729,17,729
